Date,Close
3/17/2021 16:00:00,82.63
3/18/2021 16:00:00,78.12
3/19/2021 16:00:00,79.06
3/22/2021 16:00:00,80.3
3/23/2021 16:00:00,78.38
3/24/2021 16:00:00,76.48
3/25/2021 16:00:00,76.22
3/26/2021 16:00:00,77.41
3/29/2021 16:00:00,77.14
3/30/2021 16:00:00,76
3/31/2021 16:00:00,78.5
4/1/2021 16:00:00,81.09
4/5/2021 16:00:00,81.43
4/6/2021 16:00:00,81.44
4/7/2021 16:00:00,82.2
4/8/2021 16:00:00,83.35
4/9/2021 16:00:00,82.76
4/12/2021 16:00:00,78.58
4/13/2021 16:00:00,80.19
4/14/2021 16:00:00,78.55
4/15/2021 16:00:00,83.01
4/16/2021 16:00:00,82.15
4/19/2021 16:00:00,81.11
4/20/2021 16:00:00,79.27
4/21/2021 16:00:00,81.61
4/22/2021 16:00:00,79.06
4/23/2021 16:00:00,82.76
4/26/2021 16:00:00,85.41
4/27/2021 16:00:00,85.21
4/28/2021 16:00:00,84.02
4/29/2021 16:00:00,83.91
4/30/2021 16:00:00,81.62
5/3/2021 16:00:00,78.55
5/4/2021 16:00:00,78.61
5/5/2021 16:00:00,77.83
5/6/2021 16:00:00,77.89
5/7/2021 16:00:00,78.81
5/10/2021 16:00:00,75.99
5/11/2021 16:00:00,76.83
5/12/2021 16:00:00,74.64
5/13/2021 16:00:00,73.09
5/14/2021 16:00:00,74.59
5/17/2021 16:00:00,74.65
5/18/2021 16:00:00,74.44
5/19/2021 16:00:00,76.23
5/20/2021 16:00:00,78.06
5/21/2021 16:00:00,77.17
5/24/2021 16:00:00,77.44
5/25/2021 16:00:00,77.86
5/26/2021 16:00:00,78.34
5/27/2021 16:00:00,78.42
5/28/2021 16:00:00,80.08
6/1/2021 16:00:00,80.81
6/2/2021 16:00:00,81.97
6/3/2021 16:00:00,80.28
6/4/2021 16:00:00,81.58
6/7/2021 16:00:00,81.35
6/8/2021 16:00:00,80.89
6/9/2021 16:00:00,79.96
6/10/2021 16:00:00,81.56
6/11/2021 16:00:00,81.31
6/14/2021 16:00:00,81.55
6/15/2021 16:00:00,80.47
6/16/2021 16:00:00,80.11
6/17/2021 16:00:00,84.56
6/18/2021 16:00:00,84.65
6/21/2021 16:00:00,82.59
6/22/2021 16:00:00,83.58
6/23/2021 16:00:00,83.82
6/24/2021 16:00:00,86.1
6/25/2021 16:00:00,85.62
6/28/2021 16:00:00,87.08
6/29/2021 16:00:00,89.52
6/30/2021 16:00:00,93.93
7/1/2021 16:00:00,93.31
7/2/2021 16:00:00,94.7
7/6/2021 16:00:00,94.47
7/7/2021 16:00:00,90.54
7/8/2021 16:00:00,89.74
7/9/2021 16:00:00,90.9
7/12/2021 16:00:00,90.81
7/13/2021 16:00:00,90.26
7/14/2021 16:00:00,89.05
7/15/2021 16:00:00,86.93
7/16/2021 16:00:00,85.89
7/19/2021 16:00:00,86.58
7/20/2021 16:00:00,87.11
7/21/2021 16:00:00,89.41
7/22/2021 16:00:00,91.21
7/23/2021 16:00:00,92.15
7/26/2021 16:00:00,91.82
7/27/2021 16:00:00,91.03
7/28/2021 16:00:00,97.93
7/29/2021 16:00:00,102.95
7/30/2021 16:00:00,106.19
8/2/2021 16:00:00,108.63
8/3/2021 16:00:00,112.56
8/4/2021 16:00:00,118.77
8/5/2021 16:00:00,112.35
8/6/2021 16:00:00,110.11
8/9/2021 16:00:00,107.58
8/10/2021 16:00:00,106.48
8/11/2021 16:00:00,107.68
