Date,Close
6/25/2021 16:00:00,137.65
6/28/2021 16:00:00,139.72
6/29/2021 16:00:00,142.62
6/30/2021 16:00:00,142.93
7/1/2021 16:00:00,140.8
7/2/2021 16:00:00,142.58
7/6/2021 16:00:00,141.19
7/7/2021 16:00:00,139.97
7/8/2021 16:00:00,138.29
7/9/2021 16:00:00,141.43
7/12/2021 16:00:00,142.47
7/13/2021 16:00:00,141.18
7/14/2021 16:00:00,143.75
7/15/2021 16:00:00,141.46
7/16/2021 16:00:00,139.71
7/19/2021 16:00:00,138.79
7/20/2021 16:00:00,139.55
7/21/2021 16:00:00,142.17
7/22/2021 16:00:00,142.44
7/23/2021 16:00:00,144.88
7/26/2021 16:00:00,143.5
7/27/2021 16:00:00,140.93
7/28/2021 16:00:00,142.44
7/29/2021 16:00:00,150.99
7/30/2021 16:00:00,149.8
8/2/2021 16:00:00,148.86
8/3/2021 16:00:00,147.95
8/4/2021 16:00:00,148.22
8/5/2021 16:00:00,146.83
8/6/2021 16:00:00,146.28
8/9/2021 16:00:00,146.92
8/10/2021 16:00:00,145.87
8/11/2021 16:00:00,146.68
8/12/2021 16:00:00,147.15
8/13/2021 16:00:00,148.64
8/16/2021 16:00:00,148.13
8/17/2021 16:00:00,144.41
8/18/2021 16:00:00,142.18
8/19/2021 16:00:00,140.61
8/20/2021 16:00:00,142.09
8/23/2021 16:00:00,144.14
8/24/2021 16:00:00,144.46
8/25/2021 16:00:00,143.87
8/26/2021 16:00:00,142.38
8/27/2021 16:00:00,144.85
8/30/2021 16:00:00,145.94
8/31/2021 16:00:00,146.69
9/1/2021 16:00:00,146.45
9/2/2021 16:00:00,145.12
9/3/2021 16:00:00,144.63
9/7/2021 16:00:00,143.75
9/8/2021 16:00:00,142.52
9/9/2021 16:00:00,141.58
9/10/2021 16:00:00,142.68
9/13/2021 16:00:00,143.41
9/14/2021 16:00:00,141.14
9/15/2021 16:00:00,138.24
9/16/2021 16:00:00,138.4
9/17/2021 16:00:00,133.6
9/20/2021 16:00:00,132.76
9/21/2021 16:00:00,131.75
9/22/2021 16:00:00,133.01
9/23/2021 16:00:00,133.91
9/24/2021 16:00:00,133.88
9/27/2021 16:00:00,133.48
9/28/2021 16:00:00,129.9
9/29/2021 16:00:00,129.28
9/30/2021 16:00:00,128.98
10/1/2021 16:00:00,128.71
10/4/2021 16:00:00,126.68
10/5/2021 16:00:00,127.53
10/6/2021 16:00:00,128.06
10/7/2021 16:00:00,127.84
10/8/2021 16:00:00,126.55
10/11/2021 16:00:00,124.94
10/12/2021 16:00:00,122.95
10/13/2021 16:00:00,125.04
10/14/2021 16:00:00,128.66
10/15/2021 16:00:00,130.2
10/18/2021 16:00:00,130.12
10/19/2021 16:00:00,132.5
10/20/2021 16:00:00,132.16
10/21/2021 16:00:00,133.05
10/22/2021 16:00:00,131.62
10/25/2021 16:00:00,131.93
10/26/2021 16:00:00,131.94
10/27/2021 16:00:00,131.2
10/28/2021 16:00:00,133.69
10/29/2021 16:00:00,133.04
11/1/2021 16:00:00,134.81
11/2/2021 16:00:00,135.23
11/3/2021 16:00:00,138.48
11/4/2021 16:00:00,156.11
11/5/2021 16:00:00,163.03
11/8/2021 16:00:00,165.85
11/9/2021 16:00:00,166.74
11/10/2021 16:00:00,159.8
11/11/2021 16:00:00,164.42
11/12/2021 16:00:00,164.94
11/15/2021 16:00:00,168.51
11/16/2021 16:00:00,181.81
11/17/2021 16:00:00,183.54
11/18/2021 16:00:00,186.32
11/19/2021 16:00:00,185
11/22/2021 16:00:00,181.4
11/23/2021 16:00:00,180.94
11/24/2021 16:00:00,180.71
11/26/2021 13:00:00,175.74
11/29/2021 16:00:00,183.74
11/30/2021 16:00:00,180.56
12/1/2021 16:00:00,175.63
12/2/2021 16:00:00,177.03
12/3/2021 16:00:00,176.51
12/6/2021 16:00:00,175.45
12/7/2021 16:00:00,183.72
12/8/2021 16:00:00,182.63
12/9/2021 16:00:00,182.26
12/10/2021 16:00:00,183.88
12/13/2021 16:00:00,183.32
12/14/2021 16:00:00,181.98
12/15/2021 16:00:00,189.28
12/16/2021 16:00:00,178.15
12/17/2021 16:00:00,176.8
12/20/2021 16:00:00,176.67
12/21/2021 16:00:00,179.58
12/22/2021 16:00:00,181.38
12/23/2021 16:00:00,182.74
12/27/2021 16:00:00,186.33
12/28/2021 16:00:00,184.82
12/29/2021 16:00:00,186.2
12/30/2021 16:00:00,182.73
12/31/2021 16:00:00,182.87
1/3/2022 16:00:00,186.21
1/4/2022 16:00:00,187.23
1/5/2022 16:00:00,186.5
1/6/2022 16:00:00,185.95
1/7/2022 16:00:00,180.41
1/10/2022 16:00:00,179.68
1/11/2022 16:00:00,185.4
1/12/2022 16:00:00,186.42
1/13/2022 16:00:00,183.89
1/14/2022 16:00:00,188.69
1/18/2022 16:00:00,178.86
1/19/2022 16:00:00,172.47
1/20/2022 16:00:00,166.5
1/21/2022 16:00:00,164.93
1/24/2022 16:00:00,170.07
1/25/2022 16:00:00,165.45
1/26/2022 16:00:00,167
1/27/2022 16:00:00,161.2
1/28/2022 16:00:00,166.81
1/31/2022 16:00:00,175.76
2/1/2022 16:00:00,177.13
2/2/2022 16:00:00,188.2
2/3/2022 16:00:00,179.1
2/4/2022 16:00:00,179.47
2/7/2022 16:00:00,175.09
2/8/2022 16:00:00,178.59
2/9/2022 16:00:00,183.95
2/10/2022 16:00:00,174.07
2/11/2022 16:00:00,164.64
2/14/2022 16:00:00,165.13
2/15/2022 16:00:00,173
2/16/2022 16:00:00,172.6
2/17/2022 16:00:00,166.8
2/18/2022 16:00:00,167.64
2/22/2022 16:00:00,165.89
2/23/2022 16:00:00,161.62
2/24/2022 16:00:00,167.98
2/25/2022 16:00:00,170.93
2/28/2022 16:00:00,171.99
3/1/2022 16:00:00,163.69
3/2/2022 16:00:00,169.25
3/3/2022 16:00:00,165.35
3/4/2022 16:00:00,162.26
3/7/2022 16:00:00,150.1
3/8/2022 16:00:00,150.76
3/9/2022 16:00:00,157.11
3/10/2022 16:00:00,154.71
3/11/2022 16:00:00,152.34
3/14/2022 16:00:00,141.29
3/15/2022 16:00:00,144.21
3/16/2022 16:00:00,150.45
