Date,Close
10/1/2012 16:00:00,34.69
10/2/2012 16:00:00,34.42
10/3/2012 16:00:00,34.57
10/4/2012 16:00:00,34.42
10/5/2012 16:00:00,34.44
10/8/2012 16:00:00,33.88
10/9/2012 16:00:00,33.59
10/10/2012 16:00:00,32.59
10/11/2012 16:00:00,32.93
10/12/2012 16:00:00,32.98
10/15/2012 16:00:00,33.19
10/16/2012 16:00:00,34.35
10/17/2012 16:00:00,34.11
10/18/2012 16:00:00,34.05
10/19/2012 16:00:00,33.19
10/22/2012 16:00:00,33.4
10/23/2012 16:00:00,33.24
10/24/2012 16:00:00,32.73
10/25/2012 16:00:00,33.7
10/26/2012 16:00:00,33.83
10/31/2012 16:00:00,33.03
11/1/2012 16:00:00,34.5
11/2/2012 16:00:00,33.97
11/5/2012 16:00:00,34.32
11/6/2012 16:00:00,35.28
11/7/2012 16:00:00,33.96
11/8/2012 16:00:00,33.84
11/9/2012 16:00:00,33.48
11/12/2012 16:00:00,33.61
11/13/2012 16:00:00,33.28
11/14/2012 16:00:00,33.03
11/15/2012 16:00:00,32.25
11/16/2012 16:00:00,31.94
11/19/2012 16:00:00,32.75
11/20/2012 16:00:00,32.81
11/21/2012 16:00:00,32.82
11/23/2012 16:00:00,33.55
11/26/2012 16:00:00,34.04
11/27/2012 16:00:00,34.12
11/28/2012 16:00:00,34.56
11/29/2012 16:00:00,35.1
11/30/2012 16:00:00,35.1
12/3/2012 16:00:00,34.81
12/4/2012 16:00:00,34.92
12/5/2012 16:00:00,34.53
12/6/2012 16:00:00,35.12
12/7/2012 16:00:00,34.25
12/10/2012 16:00:00,34.45
12/11/2012 16:00:00,34.56
12/12/2012 16:00:00,34.57
12/13/2012 16:00:00,33.7
12/14/2012 16:00:00,31.14
12/17/2012 16:00:00,31.99
12/18/2012 16:00:00,32.27
12/19/2012 16:00:00,31.99
12/20/2012 16:00:00,31.9
12/21/2012 16:00:00,31.36
12/24/2012 16:00:00,31.15
12/26/2012 16:00:00,30.88
12/27/2012 16:00:00,31.37
12/28/2012 16:00:00,31.15
12/31/2012 16:00:00,31.65
1/2/2013 16:00:00,32.54
1/3/2013 16:00:00,32.71
1/4/2013 16:00:00,32.5
1/7/2013 16:00:00,32.32
1/8/2013 16:00:00,32.1
1/9/2013 16:00:00,32.81
1/10/2013 16:00:00,33.52
1/11/2013 16:00:00,34.34
1/14/2013 16:00:00,34.57
1/15/2013 16:00:00,33.87
1/16/2013 16:00:00,34.56
1/17/2013 16:00:00,34.81
1/18/2013 16:00:00,34.44
1/22/2013 16:00:00,34.44
1/23/2013 16:00:00,34.42
1/24/2013 16:00:00,33.93
1/25/2013 16:00:00,34.16
1/28/2013 16:00:00,34.48
1/29/2013 16:00:00,34.57
1/30/2013 16:00:00,35.05
1/31/2013 16:00:00,35.77
2/1/2013 16:00:00,36.26
2/4/2013 16:00:00,35.18
2/5/2013 16:00:00,35.41
2/6/2013 16:00:00,35.64
2/7/2013 16:00:00,34.96
2/8/2013 16:00:00,35.32
2/11/2013 16:00:00,35.4
2/12/2013 16:00:00,35.14
2/13/2013 16:00:00,35.17
2/14/2013 16:00:00,35.64
2/15/2013 16:00:00,35.14
2/19/2013 16:00:00,35.54
2/20/2013 16:00:00,34.67
2/21/2013 16:00:00,33.67
2/22/2013 16:00:00,34.09
2/25/2013 16:00:00,32.95
2/26/2013 16:00:00,33.13
2/27/2013 16:00:00,33.69
2/28/2013 16:00:00,34.22
3/1/2013 16:00:00,33.7
3/4/2013 16:00:00,33.54
3/5/2013 16:00:00,34.33
3/6/2013 16:00:00,34.71
3/7/2013 16:00:00,34.97
3/8/2013 16:00:00,35.27
3/11/2013 16:00:00,35.26
3/12/2013 16:00:00,35.45
3/13/2013 16:00:00,35.99
3/14/2013 16:00:00,36.66
3/15/2013 16:00:00,36
3/18/2013 16:00:00,35.26
3/19/2013 16:00:00,35.3
3/20/2013 16:00:00,35.93
3/21/2013 16:00:00,35.56
3/22/2013 16:00:00,35.8
3/25/2013 16:00:00,35.52
3/26/2013 16:00:00,35.79
3/27/2013 16:00:00,35.64
3/28/2013 16:00:00,35.9
4/1/2013 16:00:00,35.34
4/2/2013 16:00:00,34.88
4/3/2013 16:00:00,34.31
4/4/2013 16:00:00,34.6
4/5/2013 16:00:00,34.33
4/8/2013 16:00:00,34.66
4/9/2013 16:00:00,34.78
4/10/2013 16:00:00,35.38
4/11/2013 16:00:00,35.63
4/12/2013 16:00:00,34.91
4/15/2013 16:00:00,33.78
4/16/2013 16:00:00,34.58
4/17/2013 16:00:00,32.41
4/18/2013 16:00:00,31.37
4/19/2013 16:00:00,31.26
4/22/2013 16:00:00,31.58
4/23/2013 16:00:00,32.37
4/24/2013 16:00:00,32.62
4/25/2013 16:00:00,32.63
4/26/2013 16:00:00,32.11
4/29/2013 16:00:00,32.53
4/30/2013 16:00:00,31.96
5/1/2013 16:00:00,31.32
5/2/2013 16:00:00,32.09
5/3/2013 16:00:00,31.88
5/6/2013 16:00:00,32.8
