Date,Weighted Returns,S&P TSX
2012-12-03,0.008456043187160823,-0.005688205919263818
2012-12-04,0.002316437901480685,-0.002675488547824316
2012-12-05,-0.002263192189368968,0.0016568922929379461
2012-12-06,0.013368060247006097,-0.000506691869652009
2012-12-07,-0.004970896901857236,0.0006962315438976413
2012-12-10,0.0038925946849285077,0.005829143910279804
2012-12-11,0.013022647933806341,0.004242682415312023
2012-12-12,-0.0008865654843933868,0.0057586652727977
2012-12-13,-0.005698967719293169,-0.005174413851109324
2012-12-14,-0.024521397170945813,0.000614362076527485
2012-12-17,0.017824387601013215,-0.0012499268097508102
2012-12-18,0.015314822606297174,0.004314672246943518
2012-12-19,-0.0016824128864748379,0.0056176495864390845
2012-12-20,-0.009758785434640573,-0.0012028736748838907
2012-12-21,0.0015676235913623779,-0.00024296314951261264
2012-12-24,-0.012085641654023883,-0.0012030002341411026
2012-12-27,-0.0030415101185116587,0.00024008148220011353
2012-12-28,-0.016824713370199664,-0.0046590489398137865
2012-12-31,0.02425625930194073,0.009533034754451877
2013-01-02,0.04033863302196994,0.008625064643749585
2013-01-03,-0.0036051006246867303,-0.005608108593013023
2013-01-04,0.009217396693388969,0.005642944434999806
2013-01-07,0.0014478473525980865,-0.003290058616628449
2013-01-08,-0.007568434404600577,0.0004208151493453939
2013-01-09,0.0033897007978484165,0.0013938636412708623
2013-01-10,0.007178372084983863,0.0061889885515690485
2013-01-11,0.010261147656695323,0.00019365478970205014
2013-01-14,-0.0029415435970429286,7.220972879294332e-05
2013-01-15,-0.0047663837010407445,0.0030849577365550194
2013-01-16,0.011581468498147231,-0.002622217898001628
2013-01-17,0.011802805753009694,0.005227293275659408
2013-01-18,-0.037893543582460706,0.004020598466397386
2013-01-22,-0.0022238440433939967,0.0023745041717958613
2013-01-23,0.022823509620173033,-0.002384474249939369
2013-01-24,-0.00015756283066601385,0.0023112306111045
2013-01-25,0.006732824931454484,-0.0005450878924984989
2013-01-28,0.003884275121731618,-5.617701377033941e-05
2013-01-29,-0.007467031047401429,0.0011431103994955986
2013-01-30,-0.0033415862791656317,-0.002815153820254064
2013-01-31,0.004435855559276215,-0.008534957372108565
2013-02-01,0.009235346093280406,0.0065895481677918704
2013-02-04,-0.02048662511849151,-0.004010547559956482
2013-02-05,0.016442535154891847,0.002204028741226647
2013-02-06,-0.001094171083397244,0.0012506227614912154
2013-02-07,-0.011038559235522726,-0.0004443020031203065
2013-02-08,0.00797723501640366,0.003552076212456608
2013-02-11,0.010192398269958282,-0.0041464765495190644
2013-02-12,0.0024249619383048147,0.0032059553739170626
2013-02-13,-0.003328725770326857,-0.0010743590986643059
2013-02-14,0.008554201287683492,-0.004186992379031989
2013-02-15,-0.007056400201797608,-0.002763762017766499
2013-02-19,0.00832848329207474,0.009740963518286568
2013-02-20,-0.02058645348077275,-0.007506512383481602
2013-02-21,-0.021121424673732306,-0.005826624875629711
2013-02-22,0.009222096491784182,0.004878176134911701
2013-02-25,-0.018305422626874315,-0.003996337477945618
2013-02-26,0.0011191431994673322,0.0007564697131501397
2013-02-27,0.017490286499988763,0.005683056828988479
2013-02-28,0.0007763370711994843,0.007024604178791296
2013-03-01,-0.004582982989664419,-0.0037989896917989966
2013-03-04,-0.0005823803425633933,-0.005144396983665772
2013-03-05,0.016021350446094474,0.002253016153567172
2013-03-06,0.0006201103813929794,0.007531383381333464
2013-03-07,0.012397008873439532,-0.00042394147113914717
2013-03-08,0.0005024206127277833,0.0007086879371801662
2013-03-11,0.000964332721249539,0.0017825409154686998
2013-03-12,0.004442387948956217,0.001562391851609337
2013-03-13,0.001599948656152761,-0.010441368535972082
2013-03-14,0.005399286821706962,0.004378493280425174
2013-03-15,-0.015064097663323062,0.0023531415455265545
2013-03-18,-0.0039154454627312605,-0.003762267118627192
2013-03-19,-0.00017078297588060104,-0.0006172858823823493
2013-03-20,0.01565648609905712,0.004124043848888275
2013-03-21,-0.015732611348819005,-0.006134151428092392
2013-03-22,-0.0010817325498736928,0.0007436536456678302
2013-03-25,-0.007654760675227812,-0.006007517235162572
2013-03-26,0.014602330698542023,0.0020243345995610714
2013-03-27,0.002597454874578431,-0.0005296551810979653
2013-03-28,0.005495052826356739,0.003956801959109109
2013-04-01,-0.025163874658898775,-0.004294935646554108
2013-04-02,-0.007599569834099241,-0.0010271647260289413
2013-04-03,-0.016398297862429724,-0.020499759503552217
2013-04-04,0.004902774153883249,-0.004755226966089647
2013-04-05,-0.004940132676820919,-0.0025236490995344117
2013-04-08,0.0310635866242418,0.001030664498838303
2013-04-09,0.013559242956809393,0.011299714206095624
2013-04-10,0.013816305475784697,0.004073998421986502
2013-04-11,-0.011365636554020498,-0.004271271193809852
2013-04-12,-0.004619031353279679,-0.011519568765287837
2013-04-15,-0.02293194123697495,-0.02696717916546108
2013-04-16,0.015967721091355937,0.009582769673666116
2013-04-17,-0.023008892607613206,-0.014243493356391725
2013-04-18,-1.1075993527142186e-05,0.0041055335561453075
2013-04-19,-0.0011786203333571388,0.005769259624185304
2013-04-22,0.00782961366537831,0.002082789429408607
2013-04-23,0.022528857128863055,2.150416684588611e-05
2013-04-24,0.019064394309292784,0.014844999644361792
2013-04-25,-0.005933038754766474,0.004814827190245161
2013-04-26,-0.010135011800225892,-0.008865721346590374
2013-04-29,0.011403881059358634,0.0075669792638417815
2013-04-30,0.011460020614194932,0.011681463078276274
2013-05-01,0.02399259228842574,-0.010854573917231897
2013-05-02,0.02319776101896274,0.004735705433440698
2013-05-03,0.012548536513914034,0.004716615345842144
2013-05-06,0.005615732460406187,0.0012775335000799496
2013-05-07,-0.00600162377505913,0.0008182162724668626
2013-05-08,0.02710079979374731,0.009703059424218712
2013-05-09,0.005227928713363639,-0.003269752603287205
2013-05-10,0.017783385043330747,0.0036025478519440134
2013-05-13,0.0012883195091038635,-0.004729491964868062
2013-05-14,0.007150820967162863,0.0037910379862006217
2013-05-15,0.015500308315050894,-0.008221323760341228
2013-05-16,-0.02732717630165587,0.0027217374224866604
2013-05-17,0.020888436051722928,0.008430874028590529
2013-05-21,0.0005030597175212922,0.010257629994331349
2013-05-22,-0.015250835679042972,0.0007902731268682432
2013-05-23,-0.0017691655004650642,-0.007403254263869818
2013-05-24,0.0016817066835226769,0.0007212778547157746
2013-05-28,0.0021911293398793052,0.004264998578333778
2013-05-29,-0.002913853987080173,-0.0014046485947239685
2013-05-30,0.025201224527964805,0.001094826590934513
2013-05-31,-0.006245020496784482,-0.007541648524502646
2013-06-03,0.0022882538573116397,-0.003210960584707923
2013-06-04,0.008229372571113515,-0.0012553728052784286
2013-06-05,-0.02060323800870019,-0.011935870896945103
2013-06-06,0.0003381894471909507,-0.0027580332137274602
2013-06-07,0.0009748856376044399,-0.0029034605413830283
2013-06-10,0.008396064840642193,0.0007572757469713658
2013-06-11,-0.015328628316397032,-0.012848602118929145
2013-06-12,-0.010241126839846282,-0.009300065365519262
2013-06-13,0.020519249141681593,0.013810199762342993
2013-06-14,-0.00035182500120434245,-0.007311969491240919
2013-06-17,0.013608259665270107,0.008331582885875124
2013-06-18,0.008282892181636803,0.006392760946870712
2013-06-19,-0.0035740710647438785,-0.008018623064072838
2013-06-20,-0.030203051564924466,-0.024430462599107222
2013-06-21,0.007153189206799927,0.0022634282959451417
2013-06-24,-0.012808922148809198,-0.013238121120471843
2013-06-25,0.017863684766735676,0.014240263042732572
2013-06-26,-0.001455410742614549,-0.004457986476108328
2013-06-27,-0.00506960994895782,0.004508069846635349
2013-06-28,0.0024225974190408726,0.010272552054093938
2013-07-02,-0.0038360297262966195,0.004062128218805717
2013-07-03,0.005978350614946538,-0.002685086193730111
2013-07-05,0.005989113159359061,-0.002609590471008477
2013-07-08,-0.02288154114017562,0.006094812404871643
2013-07-09,0.0028619261166447536,0.007225893960702287
2013-07-10,0.00783036694447703,0.0008001893130813993
2013-07-11,0.03695620214551374,0.015140250249249807
2013-07-12,-0.002378138152464526,-0.002487741390157567
2013-07-15,-0.0037210442401362843,0.005309664922188579
2013-07-16,0.011434772910601776,-0.0009147254027865558
2013-07-17,-0.0013278252519759674,0.004144799546852374
2013-07-18,-0.007879453616897037,0.00478010179198123
2013-07-19,-0.02996752556068072,0.004456462781646692
2013-07-22,-0.006671792074329153,0.0057744776758298895
2013-07-23,-0.013708450223644687,-0.0010189381410492554
2013-07-24,-0.006807043938913915,-0.005733842380533176
2013-07-25,0.0127850658084534,-0.00024936278339368975
2013-07-26,0.010202996562324885,-0.0016765147437000287
2013-07-29,-0.0065787745341265415,0.0016714237146088471
2013-07-30,0.010589734197901723,-0.0068900248164028895
2013-07-31,-0.0031720629925506174,-0.007559361773998099
2013-08-01,0.0098177912610941,0.008594786107391558
2013-08-02,0.006303115521192249,0.0007376551934420051
2013-08-06,-0.012374074313893124,-0.010626624085057448
2013-08-07,-0.001315656957940181,-0.004538338898993702
2013-08-08,0.0036345553833605497,0.011294050543272956
2013-08-09,-0.00829185910569177,-0.0008595609627083478
2013-08-12,0.004795404888959398,0.004157188611503887
2013-08-13,0.006320898857293101,0.003804904928987553
2013-08-14,0.010729604555110761,-0.00022859963344968212
2013-08-15,-0.01700558065334854,0.005160095891386483
2013-08-16,-0.0004387503250872005,0.0025502734459861244
2013-08-19,-0.004855947603025013,-0.011690424372611247
2013-08-20,0.007946161795641605,0.006521279756466874
2013-08-21,-0.006786774374203208,-0.0076581813417563585
2013-08-22,0.004786969065490876,0.008054510112080766
2013-08-23,0.003488953399751838,0.006939211872798124
2013-08-26,-0.001294256323684029,-0.00015671156452990448
2013-08-27,-0.021776568900811522,-0.013251255848216747
2013-08-28,0.013716276690226261,0.0012715219585727041
2013-08-29,-0.0009921839048266713,0.007734456922303269
2013-08-30,-0.010782639238862203,-0.0040008721161331195
2013-09-03,0.0014061990065251662,0.006843739874663177
2013-09-04,0.014653430745886941,0.0013586593932733795
2013-09-05,0.006885231692415284,0.006838948063970227
2013-09-06,0.008308465974891321,-0.001879321700326773
2013-09-09,0.016918641772916757,0.0026300764687713007
2013-09-10,0.021558407804898396,-0.0023462345114293247
2013-09-11,-0.00829745713129404,7.329731887768622e-05
2013-09-12,-0.004249347730197939,-0.009697148319509286
2013-09-13,0.0115696393264507,0.0017596970329225037
2013-09-16,-0.0008902415020044296,0.0073470927582249684
2013-09-17,0.013759650749767172,0.0013443209267779198
2013-09-18,0.01039071292318523,0.007580580188263857
2013-09-19,6.164181287593444e-05,-0.00035726990117071483
2013-09-20,-0.005719471017020594,-0.00930703547209756
2013-09-23,-0.004406521467355673,0.0003677828472639959
2013-09-24,0.003529487071089999,0.0029435227668332758
2013-09-25,0.005462574956198485,-0.0009479418066463556
2013-09-26,-0.0033457974084996514,0.00038249676124191273
2013-09-27,-0.008528921380057187,0.00019156461567926218
2013-09-30,-0.0020239222046874784,-0.004429277924148668
2013-10-01,0.003922840788447602,0.004711746677729821
2013-10-02,0.0031151476933485526,-0.0006569402153269842
2013-10-03,-0.006781605681973235,-0.008090972817197539
2013-10-04,0.008604383148628703,0.0018476465082385431
2013-10-07,-0.007121492336894765,0.0023199946702825427
2013-10-08,-0.016219325786769677,-0.007494379606279213
2013-10-09,-0.009692666166233299,0.002987612281670705
2013-10-10,0.0239341282000904,0.012888903901155739
2013-10-11,0.003050872351351109,-0.00017837186811953958
2013-10-15,-2.265431640457892e-06,0.0030522544408943565
2013-10-16,0.01425946441618633,0.001991267807347353
2013-10-17,0.004572306058695386,0.006108568125391304
2013-10-18,-0.02228843167258228,0.007650141603944625
2013-10-21,-0.0010006601366462585,0.003839803168218283
2013-10-22,-0.013194922425034328,0.004666125205038689
2013-10-23,-0.020074352041782918,-0.0003577882346547179
2013-10-24,0.004665372649985189,0.006148760280654722
2013-10-25,0.0131912484340869,0.0056038574832548505
2013-10-28,-0.000467432917383226,-0.0020582980457363024
2013-10-29,0.004854821097978146,0.005142897312561356
2013-10-30,-0.005794241184902905,0.0010951883880269827
2013-10-31,0.005544401310504732,-0.00699128152189502
2013-11-01,-0.004360011640037254,-0.0017812691318035193
2013-11-04,-0.0047336145114193606,0.001823435646667471
2013-11-05,-0.0035158415455877057,-5.2388229713053166e-06
2013-11-06,0.006507097459787793,0.001399521468434858
2013-11-07,-0.023940062712087352,-0.006443001372902559
2013-11-08,0.017609857377370104,0.00632832362985356
2013-11-11,0.006360673518075056,-0.0014904700362452197
2013-11-12,0.015443967022776351,-0.002421699022112586
2013-11-13,0.018348868245615036,0.0033483315373508543
2013-11-14,-0.009158181769171981,0.00454128666797296
2013-11-15,0.00934213380540554,0.003811224163116561
2013-11-18,-0.009068731475848546,-0.0018179026698915874
2013-11-19,-0.011498894170180239,-0.0011361221453908702
2013-11-20,-0.007661567018779203,-0.0009492091287733271
2013-11-21,0.007665025017525861,0.003374532111294013
2013-11-22,-0.009480107247839322,0.00022337115306268702
2013-11-25,0.0068044793662985995,-0.0004540618503466154
2013-11-26,0.012203187406095163,-0.009089073664177019
2013-11-27,0.008912053317101386,0.000920615111720955
2013-11-29,0.00278858646292639,0.0018375822592912863
2013-12-02,0.002802391776926982,0.0018043507472714569
2013-12-03,-0.004783423413403965,-0.007429448186491736
2013-12-04,-0.00021598834815019776,-0.0011223833265640525
2013-12-05,0.01931913155002898,-0.007855740583182795
2013-12-06,0.0014619980622155194,0.006084664101087824
2013-12-09,-0.0036818501521096673,0.0024140257455922054
2013-12-10,0.005589305226012554,0.0008435503328380371
2013-12-11,-0.01054175345594337,-0.014304252248384693
2013-12-12,-0.005011886591915182,-0.00144897520980831
2013-12-13,-0.003379033271255616,0.0008624114426977778
2013-12-16,0.01597219866789115,0.00447290430224667
2013-12-17,0.020293806754146358,-0.00032235041234306275
2013-12-18,0.005801666664493799,0.011727475235505465
2013-12-19,-0.007519495808889022,0.004309798548602121
2013-12-20,0.007333611369777549,0.0005525604456325052
2013-12-23,0.008253256067546079,0.003589659392817723
2013-12-24,0.005142386767938101,0.005229146991678852
2013-12-27,0.0002881693721373814,0.005175314136241781
2013-12-30,0.007268448405899909,-0.00048498746686410676
2013-12-31,0.005424222672941204,0.0029569874659368337
2014-01-02,-0.0025452973905732094,-0.00200858198956791
2014-01-03,-0.00047800199737899627,-0.003334512758759435
2014-01-06,0.0046847960206739545,-0.003935386445796894
2014-01-07,0.010359647479123347,0.007512852394198336
2014-01-08,0.005407982931068833,0.001301764442414494
2014-01-09,-0.014005999261205139,0.001085596890991577
2014-01-10,0.005297579359956917,0.008665818989963658
2014-01-13,-0.010970031750590192,-0.004803775517329734
2014-01-14,0.03286076936547651,0.000796697433318591
2014-01-15,0.020338076697683595,0.005857272439123128
2014-01-16,-0.009344395272185802,0.004283874190601906
2014-01-17,-0.012242315536844186,0.004094253874105431
2014-01-21,-0.0001432499967367609,-0.0027533382081429644
2014-01-22,-0.021614034614358357,0.0026111382283395073
2014-01-23,-0.00875665369616736,-0.003948327876353025
2014-01-24,-0.026131637130645147,-0.01544609656089112
2014-01-27,-0.007734630661862286,-0.009875519035177707
2014-01-28,0.008317056315824179,0.007757896496098889
2014-01-29,-0.011488093675619605,-0.0032467200383411417
2014-01-30,0.013229927252424157,0.006747673936211636
2014-01-31,-0.0033591304223304255,-0.002936962333494486
2014-02-03,-0.021169281683773633,-0.015242125923881359
2014-02-04,0.0034740748869198203,0.0013554596550547104
2014-02-05,-0.008628248772244261,0.004088272928687439
2014-02-06,0.019554072129707657,0.011335804874595151
2014-02-07,0.016580956371867562,0.00533055259818866
2014-02-10,0.010219936173260625,0.0005570666956805782
2014-02-11,0.01810034434857486,0.00629323381310085
2014-02-12,0.012614709937334047,0.0014047989372515937
2014-02-13,0.008467175019418382,0.007277441298831901
2014-02-14,0.0025930329800769375,0.0037931243817693333
2014-02-18,-0.0006887056483660504,0.0016158226821375197
2014-02-19,0.00026694618557090435,0.003001959869209469
2014-02-20,0.012375926535307146,0.0064193862063935524
2014-02-21,-0.006709781060187381,-0.0003272258217063634
2014-02-24,0.00881627844628854,0.0015036196686968757
2014-02-25,-0.0065660105302737465,-0.002677991548511737
2014-02-26,0.012208521598866096,-2.8190891804741158e-05
2014-02-27,-0.003225836871823873,0.001843736300602305
2014-02-28,1.2781403552852913e-05,-0.00036229997875442224
2014-03-03,-0.009840800116228721,0.00022168127299940647
2014-03-04,0.016672824502275186,0.005426117694406624
2014-03-05,0.001997343789566286,0.0010014093909946978
2014-03-06,0.0022006395925071366,-0.00225458729866885
2014-03-07,0.008100228251541552,0.0019030375730805563
2014-03-10,-0.007626715731614132,0.00020840501626675028
2014-03-11,8.166555133648602e-06,-0.0024353135142769593
2014-03-12,0.008215746696052984,0.0036285950391211495
2014-03-13,-0.015707151954841802,-0.005158181437251245
2014-03-14,-0.0020870968797242597,-0.0012270851672921126
2014-03-17,0.007465692759504528,0.0002973082010674674
2014-03-18,0.012602571473795754,0.009632592719589609
2014-03-19,0.00994389585720128,-0.0024316270187583733
2014-03-20,0.012948500787798436,0.0019387416248314538
2014-03-21,-0.006626050977637843,-0.001815228282189645
2014-03-24,-0.004662513583018436,-0.003990719710709509
2014-03-25,0.007476513795244744,0.0014665354675370056
2014-03-26,-0.009322037769289571,-0.008069518563249419
2014-03-27,-0.008331551104100332,-0.000370837769051277
2014-03-28,0.00663290254663873,0.005774802452104629
2014-03-31,0.008508030072406258,0.005230451197415008
2014-04-01,0.01755512385413689,0.0031558438568820473
2014-04-02,-0.003709174517704472,0.005462934310579311
2014-04-03,0.0020475843733095854,-0.003935235294565257
2014-04-04,-0.019055184803762917,-0.0006325418112913757
2014-04-07,-0.009326579115290334,-0.008529781631476224
2014-04-08,0.017758877577448852,0.007156106410994055
2014-04-09,0.009876859147970497,0.0043924313530399614
2014-04-10,-0.02829075361005995,-0.00883788528067455
2014-04-11,-0.019922288465319272,-0.003516214705060071
2014-04-14,0.01228616541874601,0.0018754791274042135
2014-04-15,0.008496570380417401,0.0013644226615972623
2014-04-16,0.0030376754841079157,0.009969295130285988
2014-04-17,0.006130869248055415,0.003728925720519473
2014-04-21,0.026690128479649158,-0.00046274617441317974
2014-04-22,0.013849019120853656,0.004297735288760277
2014-04-23,0.0030275287520028058,-0.001551253540643456
2014-04-24,-0.0011144803706824688,0.001435315504503807
2014-04-25,-0.030187603179989166,-0.0014208908050913163
2014-04-28,-0.008636952881874117,-0.00018302454249023844
2014-04-29,0.006768956853446406,0.003592342117596264
2014-04-30,0.011376520476438601,0.004715043636096842
2014-05-01,0.0051263240249882274,0.0008326582204182066
2014-05-02,-0.0029480048696231,0.006893038562963756
2014-05-05,0.00027637656865491244,-0.004613566404675806
2014-05-06,0.0010156647549999685,-0.005765790775415154
2014-05-07,-0.0017823726261459562,0.0030186917998478516
2014-05-08,0.004224428144814718,-0.007530498621762438
2014-05-09,-0.010130144978257817,-0.00082290494382324
2014-05-12,0.017750735155852394,0.008317015341893526
2014-05-13,0.0005421068974178044,0.0016970386777427258
2014-05-14,-0.005766936353190411,-0.0004141742978962212
2014-05-15,-0.00802036862496709,-0.005781761011004029
2014-05-16,0.0018417142130636277,-0.00508263479949466
2014-05-20,-0.007620888875068466,0.0007199577808490354
2014-05-21,0.005858437667635563,0.008583020256533654
2014-05-22,-0.003381511102021651,0.0035788737912853972
2014-05-23,0.009566192594224933,0.00039517653372362336
2014-05-27,0.010615688444910279,-0.0039189463762827345
2014-05-28,-0.0019456579992129354,-0.0032105291164837616
2014-05-29,0.0035680074105093555,-0.0015064034122328992
2014-05-30,0.0019131592979185542,0.0010425698902250763
2014-06-02,0.00045944273068656535,0.005245080853674595
2014-06-03,-0.00014975109227179933,0.003673515540067428
2014-06-04,0.0038961384421486666,0.004214544045378651
2014-06-05,0.0033379431698308485,0.0002291037447986636
2014-06-06,0.004690935378127015,0.0026161843977572804
2014-06-09,-0.0019765022521884166,0.002177385116147389
2014-06-10,0.008282263764924002,0.002230484271286605
2014-06-11,0.004365091932716436,-0.0008219060437267434
2014-06-12,0.0018080521213992731,0.001175117327071413
2014-06-13,0.012078624087535397,0.006169167175845503
2014-06-16,0.004920915840493768,0.0025877222511450242
2014-06-17,0.005173404685049388,0.001027896143926678
2014-06-18,-0.003917227338628826,0.0035441279127305385
2014-06-19,-0.0050470376191247505,0.0001965683273490971
2014-06-20,-0.01120705765059127,-0.00021505774796820058
2014-06-23,-0.008304791953863133,-0.00022106073412020446
2014-06-24,-0.007933305620918386,-0.009483881175429188
2014-06-25,0.006105980351986129,0.000820725593605748
2014-06-26,0.00028128659585631156,0.003745663504656212
2014-06-27,0.005882830551193629,0.004225340868114292
2014-06-30,0.00915559173694347,0.003429120360402154
2014-07-02,0.0067215165611354,0.004211010028383756
2014-07-03,0.002497661091747472,-0.00017620230128097042
2014-07-07,-0.0031859641651739382,-0.0027624127832080294
2014-07-08,-0.008614084840281656,-0.0023561698366762387
2014-07-09,0.009744700308775433,0.005153535863351048
2014-07-10,0.00022547513020634277,-0.006619043206164428
2014-07-11,0.002159475731945593,0.0007291021589892895
2014-07-14,0.018508064750483166,0.003023371128227137
2014-07-15,-0.004390212455237208,-0.0059263487535288735
2014-07-16,0.025362265191872523,0.009615869167950845
2014-07-17,-0.01830451277958385,-0.0014356700296985737
2014-07-18,-0.029594334310854745,0.0040836648145809755
2014-07-21,0.0026524294082045383,-0.0010860330775020143
2014-07-22,0.009072391439758931,0.004271478210805346
2014-07-23,-0.012598751536872644,0.005174621436448793
2014-07-24,-0.018953603914593043,4.547113946877234e-06
2014-07-25,-0.00925107136629606,0.003935834018103936
2014-07-28,-0.0016333590271798704,-0.0006353914321801514
2014-07-29,0.00072791017025613,8.611078378941364e-05
2014-07-30,0.009406871633718205,0.00506715091719513
2014-07-31,-0.013468230549612636,-0.01250127215645656
2014-08-01,0.0038917839336701566,-0.007532578336075073
2014-08-05,-0.007583697355559305,-0.0018106821704000518
2014-08-06,0.0025608737651340975,0.0009468181839132443
2014-08-07,-0.006795418870726877,-0.005503190679702584
2014-08-08,0.024010189864212973,0.005151328544035274
2014-08-11,0.005692914310260422,0.004299069971591783
2014-08-12,-0.0028793655211475813,0.0008249441082347733
2014-08-13,0.01187361971543548,-0.0007529021102864105
2014-08-14,0.001391062680886046,0.0018640177740155744
2014-08-15,0.007996306328244641,0.0008540871273505047
2014-08-18,0.01143746165683437,0.0022366350762925546
2014-08-19,0.00378753046407172,0.009042622895243185
2014-08-20,0.005657911495969037,0.005477745608531834
2014-08-21,0.0008111441756889716,-0.0003765594928656487
2014-08-22,-0.0007502575413476987,-0.0013203832068341642
2014-08-25,-0.005372469736684993,0.004067445310915964
2014-08-26,0.005366561153793304,0.0013122854794681716
2014-08-27,-0.003124355009006541,-0.0010602328798959416
2014-08-28,-0.0012149571172744846,-0.0028507977811461234
2014-08-29,0.017799179525172206,0.0043424130215828395
2014-09-02,0.002332585213234916,-0.0004255801168969153
2014-09-03,0.003913108265279442,0.002468135127036885
2014-09-04,0.005943316760603068,-0.005162978049679187
2014-09-05,0.005739580120489408,-0.00044104080494124915
2014-09-08,0.00026159565594250365,-0.003887624342321647
2014-09-09,-0.0068823127075628545,0.0017679612157538158
2014-09-10,0.002611222295102112,-0.004178463918912575
2014-09-11,-0.0014093920549144378,0.004035059711515548
2014-09-12,-0.01584244318206689,-0.00017638364601732048
2014-09-15,-0.008756952514465444,-0.0031561502435682935
2014-09-16,0.004154656815746361,0.001807194675815975
2014-09-17,0.0011371672115789045,-0.0033306383917002034
2014-09-18,0.012816756417851273,0.0004308203440353812
2014-09-19,-0.012621573978834233,-0.012944261888042739
2014-09-22,-0.007650247691183543,-0.008931993043068149
2014-09-23,-0.006576015253176304,-0.00022010707911956687
2014-09-24,0.00815231330880306,-0.00033915852983697247
2014-09-25,-0.0210257331209877,-0.01501070728955455
2014-09-26,0.002556157180318719,0.008943456807199398
2014-09-29,-0.0010035938063280628,-0.0033174128571875636
2014-09-30,-0.00959591589619837,-0.0010956858953643242
2014-10-01,-0.015758750356121686,-0.010365288349127116
2014-10-02,-0.007296037205637785,-0.003025914798884808
2014-10-03,0.007955628670057014,0.001974169141717516
2014-10-06,-0.004986270361474432,-0.003154881276124449
2014-10-07,-0.018425019255070608,-0.011304934098074225
2014-10-08,0.018971927331463825,0.006175714937450382
2014-10-09,-0.03728920070283859,-0.01403677912953826
2014-10-10,-0.06846873011851451,-0.01612934456384934
2014-10-14,0.011670012808950704,-0.013402345902542726
2014-10-15,-0.0032166340310050058,-0.011883151856421966
2014-10-16,0.007788945121620185,0.013200546796367391
2014-10-17,0.0172237673849466,0.012432247418161495
2014-10-20,0.0034714304886019455,0.007737733769665901
2014-10-21,0.038649902751448466,0.014642444396862181
2014-10-22,-0.02183190770009449,-0.016197738338198896
2014-10-23,0.014412465862240341,0.01221067253024896
2014-10-24,0.007886683433565134,0.0039339179102674485
2014-10-27,-0.002477213769153841,-0.005144453107917982
2014-10-28,0.020899749675567625,0.010729836201534315
2014-10-29,0.005925992844763384,-0.006610937313024619
2014-10-30,-0.015240152094651216,-0.004741329761274542
2014-10-31,0.034153544647722495,0.010694606496162459
2014-11-03,0.009557055826074357,-0.005180205456391765
2014-11-04,-0.0041908955629541556,-0.010124765952060964
2014-11-05,-0.003240137150671019,0.010967705621027302
2014-11-06,-0.01633709283006828,0.0010392995451001688
2014-11-07,-0.013969483261831318,0.008751402490355997
2014-11-10,0.0014143600563979895,0.00129128170430121
2014-11-11,-0.002879074969641571,0.0034310459693538435
2014-11-12,0.0012715982381675595,0.006499203605354122
2014-11-13,-0.000763877481497044,-0.005211965374725723
2014-11-14,0.004454709129570601,0.004352865630901619
2014-11-17,0.0027003422227324107,0.0026544320256549937
2014-11-18,0.017228710009829885,0.0060789517890138985
